Id,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,BoilGravity,Efficiency,MashThickness,SugarScale,BrewMethod,PitchRate,PrimaryTemp,Style
10374,20.82,1.062,1.01,6.78,72.37,7.06,26.5,60,1.049,65,1.25,Specific Gravity,All Grain,0.35,18.33,American IPA
10378,18.93,1.057,1.015,5.57,25.34,6.2,28.39,60,1.038,75,1.25,Specific Gravity,All Grain,0.75,19.44,American Pale Ale
10380,24.61,1.056,1.014,5.51,51.59,5.37,37.85,90,1.036,70,1.25,Specific Gravity,All Grain,0.35,20,American Pale Ale
10384,25,1.048,1.009,5.14,49.34,4.19,28,90,1.043,72,3,Specific Gravity,All Grain,0.75,17,American Light Lager
10386,19.87,1.061,1.014,6.19,75.95,6.03,24.61,60,1.049,60,1.5,Specific Gravity,All Grain,0.35,23.89,American IPA
10393,19.87,1.044,1.011,4.38,20.86,3.51,18.93,60,1.046,70,1.5,Specific Gravity,All Grain,1.25,16.67,Blonde Ale
10395,37.85,1.067,1.009,7.59,150.23,10.09,47.32,75,1.054,70,1.35,Specific Gravity,All Grain,1.25,20,Imperial IPA
10401,33,1.052,1.009,5.67,32.31,6.05,39,60,1.043,76,3.5,Specific Gravity,All Grain,1.25,25,Saison
10408,52,1.064,1.016,6.34,69.56,11.82,45,60,1.074,74,2.5,Specific Gravity,All Grain,1,20,American IPA
10410,20.82,1.069,1.013,7.34,228.4,4.84,28.39,60,1.05,60,1.5,Specific Gravity,All Grain,0.35,20,American Light Lager
10412,20.82,1.065,1.014,6.68,37.3,25.58,28.39,60,1.048,70,1.5,Specific Gravity,All Grain,1.25,21.67,American Brown Ale
10414,45.42,1.082,1.013,9.04,266.58,6.32,52.01,90,1.072,70,1.5,Specific Gravity,All Grain,0.5,19.44,American IPA
10416,18.93,1.067,1.019,6.37,46.07,18.7,26.5,60,1.048,70,1.25,Specific Gravity,All Grain,1,16.67,American Amber Ale
10417,18.93,1.054,1.017,4.9,37.76,19.5,28.39,60,1.036,60,1,Specific Gravity,All Grain,1,21.11,American Brown Ale
10422,39.75,1.056,1.017,5.15,37.67,22.25,47.32,60,1.047,70,1.5,Specific Gravity,All Grain,1,20,American Brown Ale
10424,50,1.065,1.012,6.95,46.94,5.43,58,90,1.056,67,2.8,Specific Gravity,All Grain,1.25,21,American Pale Ale
10428,22.71,1.073,1.018,7.24,92.1,6.35,30.28,60,1.055,80,1.25,Specific Gravity,All Grain,0.35,18.89,American IPA
10430,18.93,1.064,1.017,6.17,30.1,11.65,26.5,60,1.046,70,2,Specific Gravity,All Grain,0.35,20,American Pale Ale
10432,400,1.059,1.015,5.82,13.64,3.91,500,60,1.047,78,3,Specific Gravity,All Grain,1,20,American Light Lager
10433,46,1.053,1.011,5.53,28.19,6.51,56,90,1.039,70,3,Specific Gravity,All Grain,0.75,20,Saison
10446,58.67,1.047,1.003,5.78,39.43,3.39,70.03,70,1.039,70,1.25,Specific Gravity,All Grain,1,17.22,Saison
10449,21.77,1.054,1.014,5.23,35.72,5.55,30.28,75,1.039,73,1.5,Specific Gravity,All Grain,0.75,23.89,Saison
10450,37.85,1.05,1.013,4.85,71.87,6.13,49.21,60,1.039,75,1.3,Specific Gravity,All Grain,1,21.11,American Pale Ale
10455,18.93,1.06,1.015,5.89,47.28,21.17,5.68,60,1.2,70,1.5,Specific Gravity,All Grain,0.35,21.11,American Brown Ale
10456,20.82,1.067,1.018,6.37,38.54,34.34,26.5,60,1.052,85,0.75,Specific Gravity,All Grain,1.25,19.44,American Stout
10457,20.82,1.087,1.022,8.6,96.4,5.13,28.39,60,1.064,70,1.25,Specific Gravity,All Grain,1,20,American IPA
10458,8.71,1.044,1.008,4.68,21.25,4.2,11.36,60,1.034,72,1.25,Specific Gravity,All Grain,0.5,20,Saison
10461,35,1.064,1.011,6.9,52.32,46.48,42.5,60,1.053,60,2.6,Specific Gravity,All Grain,0.5,20,American Stout
10467,20,1.066,1.012,7.13,67.92,6.98,26,60,1.051,70,4,Specific Gravity,All Grain,0.75,18,American IPA
10470,20.82,1.072,1.019,6.95,76.53,9.27,28.39,60,1.053,70,1.5,Specific Gravity,All Grain,0.75,19.44,American IPA
10473,44,1.057,1.013,5.88,39.74,21.79,49,60,1.052,70,3.1,Specific Gravity,All Grain,0.5,21,American Brown Ale
10478,20.82,1.065,1.011,7.13,69.15,6.8,28.39,60,1.048,75,1.5,Specific Gravity,All Grain,0.5,20.56,American IPA
10479,19.87,1.079,1.012,8.86,90.1,4.52,27.44,75,1.057,85,1.33,Specific Gravity,All Grain,1,22.22,American IPA
10484,500,1.055,1.009,6.01,35.56,8.99,560,60,1.049,80,3,Specific Gravity,All Grain,1,17,American Pale Ale
10492,25,1.055,1.014,5.44,29.92,7.9,28.5,60,1.048,65,3,Specific Gravity,All Grain,0.35,27,Saison
10494,20.82,1.079,1.021,7.66,34.76,4.15,24.61,90,1.067,63,2,Specific Gravity,All Grain,1.5,10,American Light Lager
10496,50,1.086,1.015,9.4,43.75,9.13,65,60,1.066,75,2.6,Specific Gravity,All Grain,1.25,19,American IPA
10497,18.93,1.055,1.015,5.18,35.05,20.64,22.71,60,1.046,75,1.75,Specific Gravity,All Grain,2,18.33,American Brown Ale
10502,494,1.056,1.008,6.34,75.4,5.25,531.85,90,1.052,70,1.5,Specific Gravity,All Grain,0.75,18.89,American IPA
10508,25,1.051,1.011,5.2,16.82,3.51,31,75,1.041,85,3,Specific Gravity,All Grain,0.75,20,Witbier
10510,41.64,1.068,1.016,7.17,35.55,7.88,51.1,60,1.055,83,1,Specific Gravity,All Grain,1,20,American IPA
10511,41.64,1.056,1.008,6.24,91.17,6.96,50.35,60,1.046,72,1.35,Specific Gravity,All Grain,1,17.22,American IPA
10512,22.71,1.073,1.013,7.91,92.5,8.67,35.58,90,1.047,70,1.5,Specific Gravity,All Grain,1,20,Imperial IPA
10517,21,1.062,1.016,6.03,61.77,6.07,25,60,1.052,75,2.6,Specific Gravity,All Grain,0.35,19,American IPA
10525,20.82,1.055,1.013,5.56,38.34,5.24,31.23,60,1.037,75,1.45,Specific Gravity,All Grain,1,19.44,American Pale Ale
10527,20.82,1.052,1.012,5.23,36.4,5.45,28.39,60,1.038,68,1.5,Specific Gravity,All Grain,0.75,21.11,American Pale Ale
10528,18,1.046,1.008,4.92,59.12,5.11,22.5,60,1.037,65,3,Specific Gravity,All Grain,0.5,19,American Pale Ale
10529,22.71,1.065,1.013,6.78,85.25,40,28.39,60,1.052,70,1.25,Specific Gravity,All Grain,0.75,18.33,American Stout
10531,45.42,1.085,1.015,9.1,284.44,7.77,53,90,1.066,68,1.2,Specific Gravity,All Grain,1,18.33,Imperial IPA
10532,20,19.9183,5.25797,8.74,60.91,5.11,23,60,17.5,79,3,Plato,All Grain,1,20,American IPA
10533,20.82,1.057,1.014,5.55,35.56,24.34,28.39,60,1.041,75,1.5,Specific Gravity,All Grain,0.35,16.67,American Brown Ale
10535,20,1.058,1.013,5.88,29.47,5.91,20,75,1.058,70,3,Specific Gravity,All Grain,1.25,17,American IPA
10538,45.42,1.056,1.01,5.99,91.6,8.71,51.1,60,1.044,68,1.5,Specific Gravity,All Grain,0.75,21.67,American IPA
10539,24.61,1.06,1.016,5.86,42.53,6.39,32.18,90,1.046,75,1.5,Specific Gravity,All Grain,0.75,20,American Pale Ale
10542,18.93,1.023,1.005,2.37,38.66,4.43,26.5,60,1.017,35,1.5,Specific Gravity,All Grain,0.5,20,Blonde Ale
10546,21,1.06,1.016,5.76,48.33,8.31,28,60,1.045,75,3.37,Specific Gravity,All Grain,0.75,21,American Pale Ale
10547,20.82,1.059,1.015,5.66,25.49,18.39,26.5,60,1.046,70,1.5,Specific Gravity,All Grain,0.75,18.89,Irish Red Ale
10549,18.93,1.061,1.017,5.77,74.01,6.63,24.61,60,1.047,75,1.33,Specific Gravity,All Grain,0.5,18.89,American IPA
10552,18.93,1.053,1.015,5.03,40.96,20.21,26.88,75,1.038,60,1.5,Specific Gravity,All Grain,0.35,20,Irish Red Ale
10558,37.85,1.088,1.022,8.61,90.7,5.64,45.42,60,1.073,70,1.04,Specific Gravity,All Grain,0.5,20,American IPA
10564,39.75,1.062,1.013,6.41,88.64,9.95,46.56,60,1.053,65,1.5,Specific Gravity,All Grain,1.5,10,American IPA
10568,20.82,1.049,1.013,4.81,479.91,4.43,22.71,60,1.045,75,1.5,Specific Gravity,All Grain,0.5,23.33,American Pale Ale
10573,20.82,1.067,1.016,6.72,35.19,8.47,28.39,90,1.049,65,1.5,Specific Gravity,All Grain,1,21.11,Saison
10575,24.61,1.063,1.017,6.15,110.25,4.55,28.39,60,1.055,70,1.5,Specific Gravity,All Grain,0.35,20,American IPA
10578,20.82,1.055,1.009,6.03,39.87,7.05,24.61,60,1.047,76,1.5,Specific Gravity,All Grain,0.35,17.78,American Pale Ale
10580,11.36,1.041,1.007,4.49,27.89,3.75,16.09,60,1.029,65,1.5,Specific Gravity,All Grain,1,20,Blonde Ale
10586,41.64,1.04,1.008,4.16,19.74,3.71,47.32,60,1.035,70,3,Specific Gravity,All Grain,0.35,20,Blonde Ale
10587,20.82,1.066,1.013,7.01,64.92,6.02,28.39,60,1.048,70,1.5,Specific Gravity,All Grain,0.75,18.33,American IPA
10588,18.93,1.053,1.015,4.99,28.85,16.42,24.61,60,1.041,75,1.5,Specific Gravity,All Grain,0.75,20,Irish Red Ale
10590,18.93,1.066,1.013,6.99,195.39,8.39,18.93,60,1.049,61,1.5,Specific Gravity,All Grain,0.5,12.78,American Light Lager
10591,681.37,1.069,1.012,7.48,25.34,4.28,688.94,90,1.069,75,1.5,Specific Gravity,All Grain,0.75,21.11,Saison
10595,20.82,1.085,1.016,9.01,114.66,16.44,28.39,60,1.062,75,1.25,Specific Gravity,All Grain,0.75,17.22,American IPA
10596,230,1.042,1.007,4.53,27.11,4.25,270,60,1.035,80,3,Specific Gravity,All Grain,0.75,21,Blonde Ale
10603,15.14,1.065,1.015,6.46,25.76,20.83,18.93,60,1.052,60,1.5,Specific Gravity,All Grain,1.25,18.89,American Brown Ale
10605,37.85,1.072,1.014,7.58,71.8,50,43.53,60,1.062,75,2,Specific Gravity,All Grain,0.5,19.44,American Stout
10609,46.5,1.054,1.012,5.54,46.53,11.39,28.4,30,1.088,80,3.1,Specific Gravity,All Grain,0.75,19,American Amber Ale
10612,20.82,1.066,1.012,7.08,59.91,5.24,25.55,60,1.053,70,1.25,Specific Gravity,All Grain,0.75,18.33,American IPA
10613,18.93,1.056,1.015,5.4,59.88,8.11,22.71,60,1.047,75,1.5,Specific Gravity,All Grain,1,20,American Pale Ale
10622,20.82,1.046,1.009,4.81,55.95,8.15,24.61,30,1.039,86,1.25,Specific Gravity,All Grain,0.35,12.22,American IPA
10626,10,1.053,1.012,5.31,29.49,9.24,8,60,1.066,70,3,Specific Gravity,All Grain,0.5,23,American Pale Ale
10634,22.71,1.084,1.017,9.44,109.4,5.47,28.39,60,1.067,70,1.5,Specific Gravity,All Grain,0.5,18.33,Imperial IPA
10636,4,1.051,1.01,5.32,22.54,14.86,6.5,60,1.031,65,7.5,Specific Gravity,All Grain,0.75,18,Irish Red Ale
10638,45.42,1.061,1.011,6.56,64.59,12.8,53,60,1.052,70,1.4,Specific Gravity,All Grain,0.5,20,American IPA
10644,20.82,1.05,1.008,5.49,93.22,6.38,28.39,60,1.037,70,1.75,Specific Gravity,All Grain,0.5,16.67,American Pale Ale
10645,180,1.054,1.009,5.92,45.04,9.18,210,90,1.047,80,3,Specific Gravity,All Grain,0.35,19,American IPA
10647,22.71,1.043,1.009,4.42,19.29,5.28,26.5,60,1.034,80,1.5,Specific Gravity,All Grain,0.35,17.78,American Pale Ale
10655,19.87,1.055,1.013,5.53,36.28,22.33,26.5,60,1.041,74,1.5,Specific Gravity,All Grain,0.75,19.44,American Brown Ale
10665,20.82,1.056,1.014,5.54,68.05,13.73,28.39,60,1.041,70,1.7,Specific Gravity,All Grain,0.5,21.11,American Pale Ale
10666,18.93,1.053,1.013,5.17,70.71,8.02,24.61,75,1.04,65,1.5,Specific Gravity,All Grain,1,18.89,American IPA
10667,20.82,1.058,1.016,5.47,34.36,18.26,26.5,60,1.045,70,1.5,Specific Gravity,All Grain,0.75,18.89,Irish Red Ale
10671,20.82,1.081,1.02,7.92,65.29,4.65,28.39,60,1.059,75,1.5,Specific Gravity,All Grain,1,18.33,American IPA
10676,20.82,1.052,1.007,5.92,32.94,3.4,26.5,90,1.041,69,1.5,Specific Gravity,All Grain,0.75,23.89,Saison
10678,22.71,1.065,1.015,6.86,43.39,5.47,28.39,60,1.052,75,2,Specific Gravity,All Grain,0.5,17.78,American IPA
10687,20.82,1.075,1.018,7.51,71.09,4.88,26.5,60,1.059,68,1.5,Specific Gravity,All Grain,0.75,18.33,American Light Lager
10690,25,1.065,1.009,7.3,44.4,6.83,31,60,1.052,73,2.5,Specific Gravity,All Grain,0.35,22,American IPA
10692,20.82,1.057,1.011,6.05,34.73,5.97,28.39,60,1.042,69,1.5,Specific Gravity,All Grain,0.35,25.56,Saison
10693,45.42,1.057,1.011,6.07,12.87,5.1,52.62,60,1.049,95,1.5,Specific Gravity,All Grain,0.75,19.44,American Light Lager
10696,18.93,13.6632,2.51671,5.98,58.7,7.84,28.39,90,9.3,70,1.5,Plato,All Grain,0.35,20,American Pale Ale
10700,24,1.059,1.015,5.84,66.42,6.12,30,90,1.048,75,3.5,Specific Gravity,All Grain,0.75,20,American IPA
10705,90,1.041,1.009,4.29,44.99,4.88,97,60,1.038,70,2.5,Specific Gravity,All Grain,0.75,18,American IPA
10706,20.82,1.055,1.012,5.65,51.72,4.89,30.28,90,1.038,67,1.25,Specific Gravity,All Grain,0.75,19.44,Blonde Ale
10707,21,1.052,1.013,5.22,15.37,4.07,24,60,1.046,65,3,Specific Gravity,All Grain,0.75,19,Witbier
10708,280,1.045,1.008,4.95,49.26,7.34,330,60,1.038,70,3,Specific Gravity,All Grain,0.5,17,American Pale Ale
10710,20.82,1.075,1.019,7.29,0,6.38,27.44,60,1.053,70,1.5,Specific Gravity,All Grain,0.75,21.11,American IPA
10718,20.82,1.068,1.019,6.42,73.2,14.15,26.5,60,1.053,74,1.25,Specific Gravity,All Grain,0.35,20,American IPA
10725,3.79,1.044,1.013,4.05,23.08,11.87,11.36,60,1.015,70,1.5,Specific Gravity,All Grain,0.5,22.22,Irish Red Ale
10730,22.71,1.09,1.021,9.03,54.15,27.04,27.6,60,1.074,65,1.5,Specific Gravity,All Grain,0.35,20,American Brown Ale
10731,37.85,1.053,1.01,5.63,46.81,6.22,49.21,60,1.041,70,1.5,Specific Gravity,All Grain,1,20,American Pale Ale
10733,20.82,1.059,1.012,6.11,45.03,7.71,28.39,60,1.043,60,1.25,Specific Gravity,All Grain,1.25,18.89,American Pale Ale
10742,43.53,1.056,1.016,5.26,31.52,9.67,49.21,60,1.04,70,1.33,Specific Gravity,All Grain,1.25,17.78,American Pale Ale
10745,20.82,1.07,1.016,7.2,99.08,7.6,28.39,60,1.052,72,1.5,Specific Gravity,All Grain,0.35,21.11,American IPA
10753,7.57,1.038,1.011,3.54,53.79,6.34,9.46,60,1.03,70,1.5,Specific Gravity,All Grain,0.35,21.11,American IPA
10754,23,1.037,1.01,3.5,36.85,8.94,27,60,1.031,75,2.7,Specific Gravity,All Grain,0.75,20,American IPA
10758,75.71,18.6546,4.4705,7.8,32.18,6.47,90.85,60,15.7,70,1.25,Plato,All Grain,0.5,23.33,Saison
10765,13.25,1.065,1.015,6.58,22.27,9.66,17.03,60,1.051,75,1.3,Specific Gravity,All Grain,0.35,20,American Amber Ale
10766,20.82,1.065,1.012,7.04,63.86,6.74,24.61,60,1.055,75,1.25,Specific Gravity,All Grain,0.35,20,American IPA
10768,12,1.027,1.004,2.96,46.42,5.84,12,60,1.027,35,3,Specific Gravity,All Grain,0.75,18,American Pale Ale
10776,25,1.045,1.007,4.89,35.47,7.95,35,60,1.032,72,3,Specific Gravity,All Grain,1.25,16,American Pale Ale
10779,20,1.076,1.016,7.8,245.44,5.92,28.4,75,1.053,68,3.1,Specific Gravity,All Grain,1,20,Imperial IPA
10794,11.36,1.057,1.014,5.59,49.48,7.85,17.03,60,1.038,50,1.25,Specific Gravity,All Grain,0.75,20,American IPA
10806,45.42,1.071,1.014,7.8,67.11,8.07,53,60,1.061,70,1.3,Specific Gravity,All Grain,0.75,20,American IPA
10810,25,1.047,1.009,5.09,42.77,5.3,33,60,1.036,72,3,Specific Gravity,All Grain,1,17.5,American Pale Ale
10814,18.93,1.055,1.009,6.04,37.02,7.09,26.5,90,1.04,67,1.25,Specific Gravity,All Grain,0.5,20,American Pale Ale
10816,20.82,1.068,1.011,7.48,65.49,5.94,28.39,60,1.05,70,1.5,Specific Gravity,All Grain,0.5,18.33,American IPA
10817,22.71,1.067,1.014,6.96,63.7,6.36,28.39,60,1.054,70,1.4,Specific Gravity,All Grain,1,18.33,American IPA
10826,20.82,1.05,1.011,5.13,39.54,6.29,34.45,60,1.03,63,1.3,Specific Gravity,All Grain,0.75,19.44,American Pale Ale
10829,26.5,1.056,1.009,6.19,93.51,4.83,30.66,60,1.048,71,2.67,Specific Gravity,All Grain,1.5,17.78,American IPA
10830,20.82,1.051,1.012,5.18,22.03,10.15,22.71,60,1.04,75,1.25,Specific Gravity,All Grain,0.35,17.78,Irish Red Ale
10833,20.82,1.055,1.015,5.26,33.44,14.81,28.39,60,1.04,65,1.25,Specific Gravity,All Grain,0.35,20,Irish Red Ale
10835,20.82,1.055,1.013,5.57,58.49,12.87,28.39,60,1.04,60,1.5,Specific Gravity,All Grain,0.75,20,American Pale Ale
10836,20.82,1.057,1.015,5.41,35.19,13.33,18.93,60,1.062,65,1.5,Specific Gravity,All Grain,0.75,18.33,American Amber Ale
10840,20.82,1.078,1.019,7.63,84.74,13.59,28.39,60,1.057,72,1.5,Specific Gravity,All Grain,0.35,20,Imperial IPA
10844,20,1.03,1.006,3.15,69.87,9.89,32,60,1.019,35,1,Specific Gravity,All Grain,0.35,19,Imperial IPA
10848,20,1.061,1.011,6.5,18.43,14.24,25.1,60,1.048,75,2.5,Specific Gravity,All Grain,0.5,18,Irish Red Ale
10851,20.82,1.055,1.011,5.73,34.91,9.57,28.39,60,1.04,75,1.75,Specific Gravity,All Grain,1,18.33,American Pale Ale
10861,3.79,1.059,1.013,6.05,58.28,4.63,5.26,60,1.042,53,1.5,Specific Gravity,All Grain,0.75,20,Saison
10865,20.82,1.046,1.008,4.88,50.9,5.94,28.39,60,1.033,60,1.5,Specific Gravity,All Grain,0.5,18.33,Blonde Ale
10867,19.42,1.058,1.014,5.72,56.41,5.77,32.18,90,1.035,70,1.5,Specific Gravity,All Grain,0.35,20.56,American IPA
10869,18.93,1.057,1.015,5.53,65.95,3.84,28.39,60,1.038,70,1.4,Specific Gravity,All Grain,0.35,19.44,American IPA
10876,18.93,1.062,1.014,6.28,49.82,4.71,26.5,60,1.044,70,1.5,Specific Gravity,All Grain,0.75,18.33,American Pale Ale
10886,40,1.045,1.013,4.24,45.5,7.43,45,60,1.04,70,2.5,Specific Gravity,All Grain,0.75,18,American Pale Ale
10887,22.71,1.063,1.014,6.43,41.62,7.04,28.39,60,1.05,70,1,Specific Gravity,All Grain,1.25,20,American IPA
10889,49.21,1.068,1.019,6.47,79.66,5.76,54.89,60,1.061,60,1.5,Specific Gravity,All Grain,0.75,16.67,American IPA
10890,22.71,1.071,1.012,7.8,122.06,7.85,30.28,60,1.053,65,1.5,Specific Gravity,All Grain,0.5,20,Imperial IPA
10896,22,1.048,1.011,4.92,28.78,10.91,27,60,1.039,70,3.5,Specific Gravity,All Grain,0.5,18,American Pale Ale
10897,18.93,1.065,1.017,6.3,36.59,6.09,23.66,60,1.052,80,1.5,Specific Gravity,All Grain,1,18.89,American IPA
10898,18.93,1.073,1.017,7.74,77.56,5.89,25.36,60,1.055,70,1.25,Specific Gravity,All Grain,0.75,20,American IPA
10915,5,1.048,1.009,5.11,44.45,5.35,7,60,1.034,70,2.5,Specific Gravity,All Grain,0.5,22,American Pale Ale
10916,90.85,15.1437,2.37229,6.89,46.49,5.84,94.64,60,14.6,69,1.4,Plato,All Grain,0.75,17.78,American IPA
10918,20.82,1.045,1.009,4.65,25.18,5.39,26.5,90,1.035,75,1.37,Specific Gravity,All Grain,0.5,16.67,Blonde Ale
10919,20.82,1.05,1.012,5.02,41.72,9.6,27.44,60,1.038,75,1.5,Specific Gravity,All Grain,0.75,18.33,American Amber Ale
10921,18.93,1.048,1.008,5.28,30.91,9.47,20.82,60,1.044,75,1.5,Specific Gravity,All Grain,0.5,20,American Pale Ale
10928,800,17.5457,3.65254,7.59,72.61,8.59,953,60,14.9,71,3,Plato,All Grain,1,20,American IPA
10932,20.82,1.038,1.009,3.82,21.06,4.3,26.5,45,1.03,58,1.25,Specific Gravity,All Grain,0.5,21.11,Blonde Ale
10939,21,1.058,1.011,6.07,64.3,7.93,28.5,60,1.043,70,2.5,Specific Gravity,All Grain,0.35,22,American IPA
10940,25,1.052,1.011,5.33,26.8,3.19,28,60,1.046,70,3,Specific Gravity,All Grain,0.75,17,Witbier
10942,24.61,1.052,1.012,5.37,27.49,5.67,28.39,60,1.045,70,1.47,Specific Gravity,All Grain,1,21.11,American IPA
10943,20.82,1.088,1.015,9.59,165.63,37.65,28.39,75,1.064,70,2,Specific Gravity,All Grain,0.35,20,Imperial IPA
10953,20.82,1.058,1.018,5.25,35.35,21.45,24.61,60,1.049,75,1.25,Specific Gravity,All Grain,0.5,20.56,American Brown Ale
10955,25,1.063,1.013,6.59,54.72,6.35,35,60,1.045,75,2.6,Specific Gravity,All Grain,0.75,19,American IPA
10956,23,1.057,1.014,5.51,22.25,13.71,30,60,1.043,70,3.6,Specific Gravity,All Grain,0.75,18.5,Irish Red Ale
10967,20.82,1.048,1.012,4.75,52.93,5.57,28.39,60,1.035,70,1.5,Specific Gravity,All Grain,0.5,15.56,American IPA
10976,23,1.052,1.011,5.38,48.81,5.15,25.75,60,1.046,78,2.6,Specific Gravity,All Grain,1.25,20,American Pale Ale
10986,22.71,1.057,1.013,5.7,22.39,29.83,33.5,60,1.039,72,1.5,Specific Gravity,All Grain,0.35,20,American Brown Ale
10992,23,1.049,1.013,4.78,47.62,5.99,27,60,1.042,72,3.43,Specific Gravity,All Grain,0.75,20,American Pale Ale
10993,18.93,1.053,1.01,5.58,39.21,4.79,26.5,60,1.038,65,3,Specific Gravity,All Grain,0.35,15.56,American Pale Ale
10994,17.03,1.044,1.009,4.53,22.26,3.74,21.48,90,1.035,75,3,Specific Gravity,All Grain,0.5,19.44,Blonde Ale
10997,20.82,1.057,1.014,5.61,66.6,8.65,25.55,60,1.046,70,1.25,Specific Gravity,All Grain,0.75,15.56,American IPA
10998,20.82,1.09,1.015,9.9,0,7.44,26.5,60,1.062,77,1.5,Specific Gravity,All Grain,1,21.11,Saison
11003,22.71,1.066,1.009,7.49,91.98,4.66,28.39,60,1.053,75,1.25,Specific Gravity,All Grain,1,21.11,American IPA
11005,20.82,1.1,1.026,9.67,113.93,10.8,28.39,90,1.073,70,1.25,Specific Gravity,All Grain,1,20,Imperial IPA
11006,18.93,1.068,1.019,6.54,53.19,39.65,26.5,60,1.049,70,1.5,Specific Gravity,All Grain,0.75,21.11,American Stout
11010,28,1.057,1.006,6.73,18.37,5.72,33,90,1.048,80,3,Specific Gravity,All Grain,0.75,20,Saison
11011,50,1.038,1.006,4.11,53.25,6.32,54.3,60,1.035,75,3,Specific Gravity,All Grain,0.75,16,American IPA
11014,1135.62,1.061,1.016,5.96,19.15,3.59,1173.48,60,1.059,85,1.5,Specific Gravity,All Grain,0.5,20,Witbier
11019,22.71,1.056,1.013,5.59,41.64,5.79,29.34,90,1.043,65,1.33,Specific Gravity,All Grain,1,19.44,American Pale Ale
11026,18.93,1.087,1.028,7.75,182.1,39.2,26.5,60,1.062,75,1.75,Specific Gravity,All Grain,1.5,22.78,Imperial IPA
11029,60,1.06,1.014,6.07,27.87,6.22,75,60,1.048,75,3,Specific Gravity,All Grain,0.75,18,American Pale Ale
11034,41.64,1.063,1.017,6.1,18.01,14.24,53,90,1.05,70,1.25,Specific Gravity,All Grain,0.35,18.33,American Brown Ale
11037,37.85,1.06,1.014,6.01,28.25,9.3,45.42,90,1.05,75,1.25,Specific Gravity,All Grain,0.75,22.22,American Pale Ale
11041,20.82,1.103,1.025,10.27,242.2,12.13,28.39,90,1.076,70,1.5,Specific Gravity,All Grain,1.25,23.89,Imperial IPA
11044,37.85,1.089,1.021,9.63,107.65,9.12,39.75,60,1.084,85,1.25,Specific Gravity,All Grain,0.5,18.33,Imperial IPA
11048,22,1.054,1.011,5.61,32.93,9.78,23,60,1.052,63,3,Specific Gravity,All Grain,0.35,19,American Pale Ale
11053,7.57,1.056,1.009,6.1,28.35,5.39,9.46,60,1.045,65,1.33,Specific Gravity,All Grain,0.35,20,American Pale Ale
11056,37.85,1.066,1.015,6.75,61.26,8.2,53,90,1.047,100,1.33,Specific Gravity,All Grain,1.25,20,Imperial IPA
11060,20.82,1.07,1.016,7.09,200.14,15.06,27.44,90,1.053,70,1.33,Specific Gravity,All Grain,0.75,20,American IPA
11069,20.82,1.087,1.023,8.44,120.9,19.85,28.39,90,1.064,70,1.5,Specific Gravity,All Grain,1.25,20,American IPA
11072,41.64,1.07,1.014,7.31,68.06,4.77,51.1,60,1.057,75,1.5,Specific Gravity,All Grain,0.75,21.11,American IPA
11074,37.85,1.049,1.011,5.02,29.03,15.78,45.42,90,1.041,70,1.5,Specific Gravity,All Grain,0.75,20,American Amber Ale
11078,18.93,1.076,1.02,7.42,128.73,40,26.5,60,1.055,70,1.25,Specific Gravity,All Grain,0.35,18.33,American IPA
11083,22.71,1.063,1.015,6.32,81.37,5.12,28.39,90,1.05,70,1.5,Specific Gravity,All Grain,0.75,21.11,American IPA
11088,1232.15,13.8785,3.89876,5.38,19.68,4.95,1290.83,90,13.3,85,1.5,Plato,All Grain,1.25,17.78,Blonde Ale
11090,56.78,1.064,1.015,6.39,37.94,6.32,68.14,75,1.053,70,1.3,Specific Gravity,All Grain,0.75,17.78,American Pale Ale
11096,20.82,1.079,1.013,8.69,122.83,10.82,28.39,60,1.058,72,1.5,Specific Gravity,All Grain,0.35,18.33,American IPA
11097,35,1.079,1.02,7.73,49.35,13.64,48,60,1.057,39.5,2,Specific Gravity,All Grain,0.35,17,American IPA
11105,20.82,1.089,1.026,8.28,110.67,12.12,28.39,90,1.065,75,1.4,Specific Gravity,All Grain,1,24.44,Imperial IPA
11108,18.93,1.06,1.015,5.9,82.76,8.46,28.39,60,1.034,70,1.5,Specific Gravity,All Grain,0.75,21.11,American IPA
11121,20.82,1.062,1.015,6.13,22.89,11.54,28.39,60,1.046,75,1.5,Specific Gravity,All Grain,0.75,21.11,American Amber Ale
11124,22,1.042,1.01,4.23,35.48,7.12,28.5,30,1.033,68,3,Specific Gravity,All Grain,0.35,18,American Pale Ale
11130,22.71,1.043,1.006,4.8,95.92,4.26,28.39,60,1.034,70,1.25,Specific Gravity,All Grain,0.35,23.89,American IPA
11132,23,1.06,1.01,6.61,67.58,5.3,28,60,1.05,75,3.28,Specific Gravity,All Grain,0.75,18,American IPA
11136,18.93,1.053,1.015,5,38.42,12.45,26.3,60,1.038,71,2.6,Specific Gravity,All Grain,0.35,18,American Pale Ale
11139,22.71,1.066,1.018,6.2,96.8,5.88,28.86,90,1.052,75,1.3,Specific Gravity,All Grain,0.75,18.89,American IPA
